,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
791,"Dolph Lundgren, Mickey Rourke, Luke Goss, Chuck Liddell, Noah Segan, Steven Luke, Ryan Kelley, K.C. Clyde, Jake Stormoen",War Pigs ,R,15th March 2016            ,"During World War II, two seasoned soldiers must train a ragtag group of doughboys for a mission behind Nazi lines to capture a superweapon.",Ryan Little,1hr 27m,,"Action & Adventure, Military Action & Adventure",4.1/10,http://www.imdb.com/title/tt3779300/,https://art-s.nflximg.net/780b0/d2a6bddd75d7f702a44bfae92f9ec15a81c780b0.jpg,3.3/5,2015
792,"Catherine Keener, Hafsia Herzi, Ben Kingsley, Vincenzo Amato, Donatella Finocchiaro, Guido Caprino, Luana Toscano, Wejdi Trabelsi",War Story ,NR,25th November 2014            ,A war photographer struggling to cope with PTSD takes some time off to heal in Sicily and tries to help an immigrant get a much-needed abortion.,Mark Jackson,1hr 29m,,"Dramas, Independent Films, Independent Dramas",4/10,http://www.imdb.com/title/tt2845578/,https://art-s.nflximg.net/49f14/dfe86c5d463f183d7e9063c6ddbb4eddb3549f14.jpg,2.2/5,2014
793,"Amber Heard, Mamie Gummer, Danielle Panabaker, Laura-Leigh, Lyndsy Fonseca, Jared Harris, Sydney Sweeney, D.R. Anderson, Mika Boorem",The Ward ,R,Unknown Date            ,"In this chilling thriller from director John Carpenter, a young woman is sent to a mental institution with a past as dark and haunted as her own.",John Carpenter,1hr 28m,,"Horror Films, Supernatural Horror Films, Supernatural Thrillers, Thrillers",5.6/10,http://www.imdb.com/title/tt1369706/,https://art-s.nflximg.net/208d7/3d479193507ac66197a85232638773c507c208d7.jpg,3.4/5,2011
794,"Saul Rubinek, Aaron Ashmore, Joanne Kelly, Eddie McClintock, Genelle Williams, Allison Scagliotti, CCH Pounder",Warehouse 13 ,TV-14,15th September 2014            ,"In this sci-fi show, Secret Service agents track down items missing from Warehouse 13, a top-secret facility where supernatural objects are stored.",,1 Season,43min                ,"TV Programmes, TV Dramas, Crime TV Programmes",7.6/10,http://www.imdb.com/title/tt1132290/,https://art-s.nflximg.net/42a44/7de218207b215447915ea8192ead1ee416742a44.jpg,4.2/5,2011
795,"Jet Li, Andy Lau, Takeshi Kaneshiro, Bao-ming Gu, Jinglei Xu, Xiaodong Guo, Yachao Wang, Bo Zhou, Jacky Heung, Zongwan Wei, Andrew Hedge, Tyler Johnston, Michelle Brezinski, Luke Goss, Craig Stanghetta, Jeffrey Ballard, Michael Eklund, R. Cameron Gordon",The Warlords ,R,Unknown Date            ,"After emerging the sole survivor in a battle between revolutionary troops and the Qing army, a wounded general is nursed back to heath by a peasant.","Peter Chan, Wai Man Yip",1hr 53m,,"Chinese Films, Period Pieces, International Action & Adventure, Asian Action Films, International Dramas, Dramas, International Movies, Military Action & Adventure, Action & Adventure, Military Dramas, Epics",7.1/10,http://www.imdb.com/title/tt0913968/,https://art-s.nflximg.net/ca462/b2a7c8c9982249dce498ef9879b2e5fe603ca462.jpg,3.7/5,2007
796,Lucy Lawless,Warrior Women ,TV-PG,1st April 2016            ,"Lucy Lawless hosts this five-episode documentary series about history's fiercest female fighters, from Joan of Arc to Apache combat tactician Lozen.",,1 Season,46min                ,"TV Programmes, Documentaries, TV Documentaries",5.1/10,http://www.imdb.com/title/tt0087487/,https://art-s.nflximg.net/dc43b/4a5d187ed6f77c93fc3dd3d9b5c9d667f54dc43b.jpg,3.7/5,2003
797,"James Remar, Dorsey Wright, Michael Beck, David Patrick Kelly, Mercedes Ruehl, Deborah Van Valkenburgh, Thomas G. Waites, David Harris, Brian Tyler, Tom McKitterick, Marcelino Sanchez, Terry Michos, Roger Hill, Lynne Thigpen",The Warriors ,R,8th July 2015            ,"Wrongly accused of killing a charismatic gang leader, a Coney Island street gang must battle their way across miles of enemy turf to get home.",Walter Hill,1hr 33m,,"Action Thrillers, Classic Films, Action & Adventure, Cult Films, Crime Action & Adventure, Classic Action & Adventure",7.7/10,http://www.imdb.com/title/tt0080120/,https://art-s.nflximg.net/7c932/d12131330a329612ac3525bbb305b3b595f7c932.jpg,4/5,1979
798,"Simon Haycock, Elly Condron, Hugo Bolton",Wasp ,UR,4th November 2015            ,Oliver and James take a romantic getaway to the south of France. But alluring Caroline upsets their tenuous bliss when she sets her sights on Oliver.,Philippe Audi-Dor,1hr 11m,,"Independent Dramas, Gay & Lesbian Dramas, Dramas",6.5/10,http://www.imdb.com/title/tt3509426/,https://art-s.nflximg.net/df779/d9d164c7e902b3cb13b27fd97b9a19a83c0df779.jpg,2.2/5,2015
799,,Watchers of the Sky ,NR,25th April 2015            ,"Paying homage to four pioneers of the global campaign to end genocide, this feature-length documentary details their efforts to protect the powerless.",Edet Belzberg,2hr 1m,,"Documentaries, Political Documentaries, Biographical Documentaries",6.9/10,http://www.imdb.com/title/tt2049589/,https://art-s.nflximg.net/ca4a6/51bb6785e961f34ea9b75224a717c3e0bceca4a6.jpg,2.9/5,2014
800,"Seema Biswas, Waheeda Rehman, Kulbhushan Kharbanda, Raghuvir Yadav, Lisa Ray, Sarala, John Abraham, Vinay Pathak, Rishma Malik, Deepa Mehta Saltzman, Ronica Sajnani",Water ,PG-13,4th April 2016            ,"After losing her husband to illness, 8-year-old Chuyia is forced to live out the rest of her days in a temple for Hindu widows.",Deepa Mehta,1hr 56m,,"Romantic Dramas, Dramas, International Dramas",7.8/10,http://www.imdb.com/title/tt0240200/,https://art-s.nflximg.net/627d5/9679d0833471782124f7e208a60d160fca2627d5.jpg,3.8/5,2005
801,"Enrique Murciano, Nicholas Gonzalez, Clancy Brown, Yvette Yates",Water & Power ,NR,20th March 2015            ,"East Los Angeles-reared twin brothers nicknamed ""Water"" and ""Power"" rise to positions as state senator and cop but may now be in over their heads.",,1hr 28m,,"Independent Thrillers, Crime Thrillers, Crime Dramas, Dramas, Independent Films, Independent Dramas, Thrillers",6.3/10,http://www.imdb.com/title/tt2052015/,https://art-s.nflximg.net/777e4/c4eb7179ad82d53362e044d347e136a6806777e4.jpg,2.7/5,2013
802,"David Morrissey, Ben Chaplin, Emily Watson, Marshall Napier, Alex Etel, Priyanka Xi, Brian Cox, Joel Tobeck, Craig Hall, Erroll Shand",The Water Horse: Legend of the Deep ,PG,8th March 2016            ,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom -- and the Scottish government?,Jay Russell,1hr 51m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 5 to 7",6.6/10,http://www.imdb.com/title/tt1153702/,https://art-s.nflximg.net/a00da/248aa7262f7f184debcf1beb01ff6054a7ba00da.jpg,3.6/5,2007
803,,Watermark ,PG,1st October 2014            ,"Exploring the force that sustains all life, this documentary brings together diverse stories from around the globe about our relationship with water.","Jennifer Baichwal, Edward Burtynsky",1hr 30m,8hr 30min                ,"Social & Cultural Documentaries, Science & Nature Documentaries, Documentaries, Canadian Films, Science & Nature TV",6.8/10,http://www.imdb.com/title/tt3106868/,https://art-s.nflximg.net/6c498/8a48135ac9c7dbadaecc32b60f7438d7c976c498.jpg,3.5/5,2013
804,Robert Redford,Watershed: Exploring a New Water Ethic for the New West ,TV-PG,1st July 2016            ,"With the Colorado River's ability to meet the Southwest's water needs nearing its limit, some of those who rely on it discuss options for the future.",Mark Decena,56m,,"Science & Nature Documentaries, Documentaries",7.9/10,http://www.imdb.com/title/tt2318763/,https://art-s.nflximg.net/acf81/842c7104a159108a146a5b141ed227dac2facf81.jpg,2.8/5,2012
805,"Anika Noni Rose, Wood Harris, David Alan Grier, LaTanya Richardson, Skai Jackson, Bryce Clyde Jenkins, Harrison Knight, E. Roger Mitchell, Javon Johnson, Margo Moorer, Lori Beth Sikes",The Watsons Go to Birmingham ,PG,20th December 2014            ,"It's the summer of 1963, and an ordinary African-American family sets out on a road trip to Alabama in this drama based on a best-selling novel.",Kenny Leon,1hr 26m,,"Films based on children's books, Dramas based on a book, Social Issue Dramas, Dramas, 20th Century Period Pieces",6.4/10,http://www.imdb.com/title/tt2866296/,https://art-s.nflximg.net/90845/05ad9e249876d6b9a935bc052f6db6c7c4390845.jpg,4.2/5,2013
806,"Kristoffer Joner, Fridtjov Såheim, Ane Dahl Torp, Laila Goody, Jonas Hoff Oftebro, Edith Haagenrud-Sande, Thomas Bo Larsen, Arthur Berning, Herman Bernhoft",The Wave ,R,21st July 2016            ,A Norwegian geologist has just 10 minutes to save as many people as possible when a tsunami strikes a fjord community.,Roar Uthaug,1hr 45m,,,6.7/10,http://www.imdb.com/title/tt3616916/,https://art-s.nflximg.net/9ffc4/d1c236edeaa2aee4ad056486712924f5f609ffc4.jpg,3.2/5,2015
807,"Jim Sturgess, Ed Harris, Colin Farrell, Saoirse Ronan, Mark Strong, Dragos Bucur, Gustaf Skarsgård, Sebastian Urzendowsky, Alexandru Potocean",The Way Back ,PG-13,Unknown Date            ,"After escaping from a World War II labor camp, a band of soldiers undertake a journey to traverse Siberia, the Gobi Desert and the Himalayas.",Peter Weir,2hr 13m,,"Dramas based on a book, Dramas based on classic literature, Dramas, Adventures, Military Action & Adventure, Action & Adventure, Military Dramas",7.3/10,http://www.imdb.com/title/tt1023114/,https://art-s.nflximg.net/336cc/0d49bc3407d1f33821e61b097170631e7ec336cc.jpg,3.9/5,2010
808,"Fabio Audi, Tess Coelho, Ghilherme Lobo",The Way He Looks ,NR,17th March 2015            ,A new classmate transforms the daily life of a blind teenager who longs for independence and disrupts his relationship with his best friend.,Daniel Ribeiro,1hr 36m,,"Romantic Dramas, Gay & Lesbian Films, International Dramas, Latin American Films, Dramas, Gay & Lesbian Dramas, International Movies, Romantic Gay & Lesbian Films, Romantic Films",8/10,http://www.imdb.com/title/tt1702014/,https://art-s.nflximg.net/f315a/34c64280b8ff283cf45577558c47c79852ef315a.jpg,4.4/5,2014
809,"Martin Sheen, Emilio Estevez, Deborah Kara Unger, Yorick van Wageningen, James Nesbitt, Romy Baskerville, Renée Estevez, David Alexanian, Tchéky Karyo, Spencer Garrett, Antonio Gil-Martinez, Carlos Leal, Simón Andreu, Santi Prego",The Way ,PG-13,1st August 2015            ,"When his son dies while hiking the Camino de Santiago pilgrimage in the Pyrenees, a grieving father decides to complete the 500-mile trek to Spain.",Emilio Estevez,2hr,,"Dramas based on a book, Dramas, Independent Films, Independent Dramas",7.4/10,http://www.imdb.com/title/tt1441912/,https://art-s.nflximg.net/f90a7/955723152d452c737543e4267dbdcba9acaf90a7.jpg,4.1/5,2010
810,"Gillian Anderson, David Duchovny, Mitch Pileggi, Robert Patrick, Tom Braidwood, William B. Davis, Bruce Harwood, Dean Haglund, Annabeth Gish, Nicholas Lea, James Pickens Jr.",The X-Files ,TV-14,Unknown Date            ,"FBI agents Scully, a skeptic, and Mulder, a believer, attempt to uncover a government conspiracy to hide evidence of extraterrestrial activity.",,9 Seasons,48min                ,"Cult TV Programmes, TV Sci-Fi & Fantasy, TV Programmes, TV Horror, Alien Sci-Fi, TV Mysteries",8.7/10,http://www.imdb.com/title/tt0106179/,https://art-s.nflximg.net/5d19c/e5677b72293c6cf154eb50c1b92a1a171d75d19c.jpg,4/5,2001
811,"Usha Uthup, Rajat Kapoor, Pooja Ruparel, Anshuman Jha, Huma Qureshi, Piaa Bajpai, Radhika Apte, Swara Bhaskar",X: Past Is Present ,R,1st July 2016            ,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.","Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mu",1hr 45m,,"Romantic Dramas, Dramas, International Dramas",5.6/10,http://www.imdb.com/title/tt5207116/,https://art-s.nflximg.net/96e34/f98ffbea27a3b7a978e7ad9830a8532294f96e34.jpg,1.8/5,2015
812,"Lucy Lawless, Renée O'Connor, Ted Raimi, Kevin Smith",Xena: Warrior Princess ,TV-PG,Unknown Date            ,"Bent on redeeming her outlaw past, powerful warrior princess Xena roams the land with her companion Gabrielle in search of wrongs to right.",,6 Seasons,44min                ,"Cult TV Programmes, TV Sci-Fi & Fantasy, TV Programmes, Comic Book & Superhero TV, TV Action & Adventure",6.7/10,http://www.imdb.com/title/tt0112230/,https://art-s.nflximg.net/c3013/5f0f53be8c3d3a03f4b94c8eda5e2d48bb2c3013.jpg,3.7/5,2000
813,"Yannis Stankoglou, Marissa Triandafyllidou, Aggelos Papadimitriou, Nikos Gelia, Kostas Nikouli, Romanna Lobats, Patty Pravo, Kostis Rampavilas",Xenia ,NR,8th December 2015            ,"A gay teen and his brother head out on a wild journey to find the Greek father they recently learned about, hoping they can secure Greek citizenship.",Panos H. Koutras,2hr 9m,,"Gay & Lesbian Dramas, Dramas, International Dramas",6.8/10,http://www.imdb.com/title/tt3186946/,https://art-s.nflximg.net/92f8e/ce4a7554612bfd9642687614bc2655a04bb92f8e.jpg,3.1/5,2014
814,"Eugenio Derbez, Barbara Torres, Consuelo Duval, Regina Blandón, Luis Manuel Ávila, Miguel Perez, Pierre Angelo, Omar Chaparro, Gus Rodríguez, Dalilah Polanco, Silvia Eugenia Derbez",XH Derbez ,TV-PG,15th July 2015            ,"An entire TV network, including XH DRBZ News, talk shows and game shows, in one single program, featuring a unique cast of actors and characters.",,1 Season,22min                ,"TV Programmes, TV Comedies, TV Sketch Comedies, Spanish-Language TV Shows",,,https://art-s.nflximg.net/12487/a91b1f00b9ab2b301872714904d8637463512487.jpg,3.8/5,2002
815,"Michael Donovan, Jennifer Hale, Eric Bauza, David Kaye, Cree Summer, Tara Strong",Xiaolin Chronicles ,TV-Y7,1st July 2015            ,"When Chase Young and the Shadow plot to send the universe into darkness, it's up to the Xiaolin Monks, with newcomer Ping Pong, to save the day.",Christelle Naga,2 Seasons,22min                ,"Kids' TV for ages 11 to 12, Kids' TV for ages 8 to 10, TV Programmes, Comic Book & Superhero TV, TV Cartoons, Kids' TV, Disney",5.4/10,http://www.imdb.com/title/tt2824770/,https://art-s.nflximg.net/98507/711eb918e59917d74cf2e74752f8f8c3e9a98507.jpg,3.6/5,2014
816,"Stephen Dorff, Caterina Murino, Greg Bryk, Stephen McHattie, Lucinda Davis, Jonathan Higgins, Ted Atherton, John Bourgeois, Jessalyn Gilsig",XIII: The Conspiracy ,TV-14,Unknown Date            ,"Pursued by killers, a wounded man pieces together his fragmented memory using his only clue: A Roman numeral tattooed on his neck.",,1 Season,8hr 26min                ,"Action Thrillers, Miniseries, TV Programmes, Mysteries, Canadian Films, Action & Adventure, Crime TV Programmes, TV Action & Adventure, TV Mysteries, Crime Action & Adventure",6.7/10,http://www.imdb.com/title/tt1117667/,https://art-s.nflximg.net/caae0/b7bf4108551e2ebdd41bf7482b610d3d413caae0.jpg,3.8/5,2008
817,"Stuart Townsend, Roxane Mesquida, Aisha Tyler, Virginie Ledoyen, Caterina Murino, Greg Byrk, Stephen McHattie, Ted Atherton",XIII: The Series ,TV-14,Unknown Date            ,"A highly trained former secret operative cannot remember his past. To rediscover it, he must take on missions from those he cannot trust.",,2 Seasons,45min                ,"TV Programmes, TV Dramas, TV Action & Adventure, TV Mysteries",6.8/10,http://www.imdb.com/title/tt1713938/,https://art-s.nflximg.net/ba523/dff8fb0d4ff541b2ae4d37eb588a95f712bba523.jpg,3.6/5,2012
818,"Xia Yu, Yu Xia, Quan Yuan, Zheng Xu, Bo Huang, Dongyu Zhou, Li Chen, Huang Bo, Zhou Dongyu",Xin hua lu fang ,NR,15th November 2015            ,"When a has-been singer divorces and suffers a meltdown, his best friend breaks him out of the asylum and takes him on a trip to remedy his troubles.",Hao Ning,1hr 58m,,"Dramas, Comedies, International Comedies",6.4/10,http://www.imdb.com/title/tt3890264/,https://art-s.nflximg.net/d5cc1/f8be9b74c32417e7f4b0d348ad5205a86e0d5cc1.jpg,2.4/5,2014
819,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy Müller, William Hope, Werner Daehn",xXx ,UR,Unknown Date            ,A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,Rob Cohen,2hr 12m,,"Sports Films, Action Thrillers, Spy Action & Adventure, Action & Adventure",5.8/10,http://www.imdb.com/title/tt0295701/,https://art-s.nflximg.net/1e2f1/aea1646d924fc598d48cc666a5f2b201d231e2f1.jpg,3.5/5,2002
820,"Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John G. Connolly",XXX: State of the Union ,PG-13,Unknown Date            ,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.",Lee Tamahori,1hr 40m,,"Action Thrillers, Spy Action & Adventure, Action & Adventure, Crime Action & Adventure",4.3/10,http://www.imdb.com/title/tt0329774/,https://art-s.nflximg.net/36332/b23688be338878b70d4e0c3a48b910f5b1836332.jpg,3.3/5,2005
821,"Ricardo Darín, Inés Efron, Valeria Bertuccelli, Germán Palacios, Carolina Pelleritti, Martín Piroyansky, César Troncoso, Guillermo Angelelli",XXY ,NR,16th February 2016            ,"An intersexed child who's been living as a girl begins exploring her sexual orientation in her teen years, meeting both hostility and compassion.",Lucía Puenzo,1hr 27m,,"Dramas based on a book, Dramas, International Dramas",7.2/10,http://www.imdb.com/title/tt0995829/,https://art-s.nflximg.net/6c414/d967f0d0d6fd9f5cf309b10ddd1e8df619d6c414.jpg,3.2/5,2007
822,"Maribel Verdú, Gael García Bernal, Diego Luna, Daniel Giménez Cacho, Ana López Mercado, Nathan Grinberg, Veronica Langer, María Aura, Giselle Audirac, Arturo Ríos, Andrés Almeida, Diana Bracho, Emilio Echevarría",Y Tu Mamá También ,R,1st June 2015            ,"When rich teens Tenoch and Julio meet the alluring, older Luisa, they try to impress her with stories of a road trip, then convince her to join them.",Alfonso Cuarón,1hr 45m,,"Romantic Dramas, International Dramas, Latin American Films, Dramas, International Movies, Romantic Independent Films, Independent Films, Steamy Romantic Films, Independent Dramas, Romantic Films",http://www.imdb.com/title/tt1672929/,http://www.imdb.com/title/tt1672929/,https://art-s.nflximg.net/4620f/4ade55c96740defb152882d9e85625f01174620f.jpg,3.7/5,2001
823,"Mark Hauser, Benjamin Nathan-Serio, Eleanor Noble, Mark Camacho, Marcel Jeannin, Daniel Brochu, Sonja Ball, Harry Standjofski, Annie Bovaird",Yakari ,TV-Y,3rd July 2015            ,This animated series follows a young Sioux named Yakari who's blessed with the special gift of being able to communicate with the animal kingdom.,,1 Season,24min                ,"Animal Tales, TV Cartoons, TV Programmes, Kids' TV for ages 5 to 7, Kids' TV",6.7/10,http://www.imdb.com/title/tt0416439/,https://art-s.nflximg.net/863fa/14e98d935efc8fa9d4a2531992d4c178d3a863fa.jpg,3.6/5,2007
824,"Dilgo Khyentse Yangsi Rinpoche, Shechen Rabjam Rinpoche",Yangsi ,NR,Unknown Date            ,"From the age of 4, Jigme is saddled with the responsibility of being the ""Yangsi,"" the reincarnation of a Tibetan Buddhist spiritual master.",Mark Elliott,1hr 21m,,"Spiritual Documentaries, Documentaries, Faith & Spirituality, Biographical Documentaries",7.3/10,http://www.imdb.com/title/tt2260060/,https://art-s.nflximg.net/64974/ae86f11d4c67893aa8da6dc661f8b7c21d264974.jpg,3.6/5,2012
825,"Dolly Parton, Gil Bellows, Macha Grenon, Trevor Hayes, Will Woytowich, Julia Sarah Stone, Rebecca Windheim, Rebecca Croll, Chantele Francis",The Year Dolly Parton Was My Mom ,NR,1st February 2016            ,"Convinced that her birth mother is Dolly Parton, 11-year-old adoptee Elizabeth Gray runs away, hoping to get the truth from the singer herself.",Tara Johns,1hr 34m,,"Independent Dramas, Dramas, 20th Century Period Pieces",6.1/10,http://www.imdb.com/title/tt1316624/,https://art-s.nflximg.net/176fb/d89c74213236bd278d4711bce5e9d680798176fb.jpg,3.4/5,2011
826,"Zoë Kravitz, Tim Blake Nelson, Gabourey Sidibe, Jason Clarke, Adam Tomei, Marc John Jefferies, Shareeka Epps, Antonique Smith",Yelling to the Sky ,NR,Unknown Date            ,"Rocker Lenny Kravitz's daughter, Zoë, plays a conflicted teen struggling to reconcile her dreams with the realities of her violent surroundings.",Victoria Mahoney,1hr 35m,,"Dramas, Independent Films, Independent Dramas",5.9/10,http://www.imdb.com/title/tt1504508/,https://art-s.nflximg.net/915e7/ee02432a039199f4a210f2c65848d8b8ac5915e7.jpg,3.8/5,2011
827,"Dakota Fanning, Seth Green, Christine Baranski, Zachary Gordon, Richard Kind, Danny Glover, Elliott Gould, Ryan Lee, Jim Rash, Yvette Nicole Brown",Yellowbird ,PG,5th August 2015            ,"An orphaned bird tags along with a flock on their long migration to Africa and becomes a hero when his newfound ""family"" runs into trouble.",Christian De Vita,1hr 30m,,"Family Adventures, Animal Tales, Films for ages 8 to 10, Children & Family Films, Family Comedies, Comedies",5.5/10,http://www.imdb.com/title/tt3526408/,https://art-s.nflximg.net/077ef/2d389b1f5431711603613c24c0e84aae03d077ef.jpg,3.6/5,2014
828,,Yindi the Last Koala ,TV-G,26th April 2016            ,"A baby koala is raised by humans after its mother is injured in a car accident. Eventually, the two are reunited and released back into the wild.",Greg Grainger,48m,,"Science & Nature Documentaries, Australian Films, Documentaries",http://www.imdb.com/title/tt1125887/,http://www.imdb.com/title/tt1125887/,https://art-s.nflximg.net/3300c/c9a628b07a00ed3e5ece4075839f99576ca3300c.jpg,3.5/5,1996
829,"Johnny Yong Bosch, Alicyn Packard, Melissa Hutchison, J.W. Terry, Pierre Holloway, Brent Pendergrass",Yo-Kai Watch ,TV-Y7,15th April 2016            ,"Nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.",,1 Season,22min                ,"TV Programmes, Kids' TV, Kids' TV for ages 5 to 7",6.5/10,http://www.imdb.com/title/tt4523640/,https://art-s.nflximg.net/03513/5d91c07cd0521ac032998335ed77429cba203513.jpg,3.8/5,2015
830,"James Franco, Henry Hopper, Calum John, Everett Meckler, Alec Mansky, Troy Tinnirello, George Maguire, Steven Wiig",Yosemite ,R,15th April 2016            ,"Three fifth-graders work through complicated emotions in a trio of tales about death, loss and danger, both real and imagined.",Gabrielle Demeestere,1hr 21m,,"Independent Dramas, Dramas based on a book, Dramas",4.9/10,http://www.imdb.com/title/tt2992000/,https://art-s.nflximg.net/8074a/61737283a11d20977f18711810f1ae149788074a.jpg,2.2/5,2015
831,"Bárbara Goenaga, Oriol Vila, María Valverde, Santi Millán, David Bisbal, Cristian Valencia",You and I ,NR,1st September 2015            ,Spanish pop star David Bisbal stars as himself (and performs several numbers) in this fictional romantic comedy set during one of his tours.,Kike Maíllo,55m,,"Romantic Dramas, Dramas, International Dramas",5/10,http://www.imdb.com/title/tt1046171/,https://art-s.nflximg.net/3d0a8/c256af85b89a0e5ae6a91f8537948ad76283d0a8.jpg,3.3/5,2014
832,"Vojislav Brajovic, Natasa Janjic, Lana Baric, Helena Beljan, Goran Hajdukovic, Juraj Dabic, Natasa Dorcic, Sebastian Cavazza, Ana Begic, Krunoslav Saric",You Carry Me ,NR,1st July 2016            ,"A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",Ivona Juka,2hr 37m,,"Dramas, International Movies, International Dramas",7.9/10,http://www.imdb.com/title/tt2486856/,https://art-s.nflximg.net/e7cbc/714f6908796ae22fab4a68228acc85ddde5e7cbc.jpg,2.2/5,2015
833,Trevor Noah,You Laugh But It's True ,TV-MA,5th February 2015            ,Fledgling South African funnyman Trevor Noah pushes through an avalanche of doubts and fears while preparing for his first-ever one-man comedy show.,David Paul Meyer,1hr 23m,,Documentaries,7.4/10,http://www.imdb.com/title/tt1671547/,https://art-s.nflximg.net/e6ed2/8b58e2be960786b3eda5504f26ea189d7f8e6ed2.jpg,3.9/5,2011
834,Tom Crehan,You Live in What? ,TV-G,1st April 2016            ,"Visionary builders show off one-of-a-kind homes created out of the most unlikely dilapidated structures, from a ferry boat to a pipe organ factory.",,1 Season,43min                ,"TV Programmes, Reality TV",8/10,http://www.imdb.com/title/tt2772364/,https://art-s.nflximg.net/35631/b7c0a32c1f47f1373f7b0161f2eeb665f7735631.jpg,3.5/5,2014
835,"Niels Arestrup, Lorànt Deutsch, Patrick Chesnais, Anne Marivin, Nicolas Bridet, Valerie Mairesse, Jean-Marc Roulot, Urbain Cancelier, Xavier Robic, Nicolas Marié",You Will Be My Son ,R,Unknown Date            ,"With an eye on preserving his business, the demanding owner of a wine label overlooks his own son in favor of his late caretaker's offspring.",Gilles Legrand,1hr 41m,,"Crime Dramas, International Dramas, Dramas, International Movies, French Films",6.9/10,http://www.imdb.com/title/tt1754795/,https://art-s.nflximg.net/93b33/7d5a6dd961cf76993f2850a0fb36c521d1c93b33.jpg,3.5/5,2011
836,"Gordon Alexander, Jinglei Xu, Wang Likun, Kris Wu, Juck Zhang, Cong Shan, Zhang Chao, Re Yizha, Xu Jinglei",You yi ge di fang zhi you wo men zhi dao ,NR,15th November 2015            ,"When a young Chinese girl goes to study in Prague, she traces her grandmother's path, finding a new sense of self and the love of a beautiful man.",Jinglei Xu,1hr 49m,,"Romantic Dramas, Dramas, International Dramas",5.4/10,http://www.imdb.com/title/tt4074958/,https://art-s.nflximg.net/1bbc3/c0ecea1eba4a48f57c5ac22f9aa35bb71dc1bbc3.jpg,3.8/5,2015
837,"Aurelio Cohen, Jules Sagot, Bastien Bernini, Grégoire Monsaingeon, Clara Bonnet, Eleonore Pourriat, Lorène Menguelti, Kristina Chaumont",You'll Be a Man ,NR,15th January 2016            ,"Despite their age difference, a 20-year-old man and a 10-year-old boy strike up a close friendship, to the consternation of the child's father.",Benoît Cohen,1hr 26m,,"Comedies, International Movies, International Comedies",7.3/10,http://www.imdb.com/title/tt2914386/,https://art-s.nflximg.net/74e7c/f9fa4acedf08b9200d8ad60a0afb67d8f1874e7c.jpg,2.1/5,2013
838,"Hilary Swank, Emmy Rossum, Josh Duhamel, Stephanie Beatriz, Jason Ritter, Julian McMahon, Ali Larter, Andrea Savage, Gerald Downey, Mike Doyle, Loretta Devine, Ernie Hudson, Erin Chenoweth, Gareth Williams, Marcia Gay Harden, Frances Fisher",You're Not You ,R,17th March 2015            ,An accomplished pianist diagnosed with ALS and the aimless young woman who is her caregiver form a bond that enriches each of their lives.,George C. Wolfe,1hr 42m,,"Dramas based on a book, Dramas, Tearjerkers",7.4/10,http://www.imdb.com/title/tt1198156/,https://art-s.nflximg.net/f2b2d/53e8418f3602bca5e0bf7cb039c1527c4c2f2b2d.jpg,4.4/5,2014
839,"Charlotte Rampling, Geraldine Pailhas, Nathalie Richard, Frédéric Pierrot, Johan Leysen, Laurent Delbecque, Marine Vacth, Lucas Prisor, Fantin Ravat, Akéla Sari",Young & Beautiful ,NR,Unknown Date            ,"Told in four seasons with four songs, this film portrays the coming of age of a French teenager, from her sexual awakening to exploring her identity.",François Ozon,1hr 33m,,"International Dramas, Dramas, International Movies, Independent Films, French Films, Independent Dramas",6.8/10,http://www.imdb.com/title/tt2752200/,https://art-s.nflximg.net/53b9a/489223e5b6025884adfc408031857a2cb0453b9a.jpg,3.2/5,2013
840,"Emily Osment, Kym Whitley, Jesse McCartney, Rex Lee, Jonathan Sadowski, Aimee Carrero, Ashley Tisdale",Young & Hungry ,TV-14,15th May 2015            ,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",,3 Seasons,21min                ,"TV Programmes, TV Comedies",7.6/10,http://www.imdb.com/title/tt2084712/,https://art-s.nflximg.net/959a6/aa1feafb4504b35c116e50c3c2a439c9249959a6.jpg,4.3/5,2016
