,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
841,"Mark Chao, Shaofeng Feng, Angelababy, Carina Lau, Gengxin Lin, Kun Chen, Dong Hu, Chien Sheng",Young Detective Dee: Rise of the Sea Dragon ,NR,Unknown Date            ,"Detective Dee's first assignment with the Imperial police finds the city gripped in fear of sea monsters, which is only the beginning.",Hark Tsui,2hr 13m,,"Sci-Fi & Fantasy, Asian Action Films, International Movies, Action & Adventure, Martial Arts Films, Action Sci-Fi & Fantasy, Monster Films, Crime Action & Adventure, Action Thrillers, Chinese Films, International Action & Adventure, International Sci-Fi & Fantasy, Mysteries, Fantasy",6.5/10,http://www.imdb.com/title/tt2992146/,https://art-s.nflximg.net/c4ee7/99949e61cbdcc11552b1e8c191ff215bc7cc4ee7.jpg,3.8/5,2013
842,"Danica McKellar, Khary Payton, Jason Spisak, Jesse McCartney, Stephanie Lemelin, Nolan North, Bruce Greenwood, Kevin Michael Richardson, Masasa Moyo",Young Justice ,TV-PG,22nd April 2015            ,"This animated series follows Robin, Aqualad and other teenage superhero sidekicks as they form a secret crime-fighting squad to save the world.",,2 Seasons,22min                ,"TV Programmes, Kids' TV, Kids' TV for ages 5 to 7",8.7/10,http://www.imdb.com/title/tt1641384/,https://art-s.nflximg.net/eb0c1/c87c0bcdc81fd3b04ec45ab4579d4eb4d4eeb0c1.jpg,4.5/5,2012
843,"James Le Gros, Melora Walters, Joshua Malina, Ryan Malgarini, Osric Chau, Haley Lu Richardson, Jessica Lu",The Young Kieslowski ,R,1st March 2016            ,"A gawky Bible student and a nerdy physics geek spend one alcohol-fueled night of lust, which leaves the ill-equipped teens expecting a set of twins.",Kerem Sanga,1hr 34m,,"Romantic Comedies, Comedies, Independent Films",6.9/10,http://www.imdb.com/title/tt2912120/,https://art-s.nflximg.net/6ef2b/a497cf37a1be814fefc90277071790838d76ef2b.jpg,3.8/5,2014
844,"Henry Fonda, Alice Brady, Marjorie Weaver, Arleen Whelan, Eddie Collins, Pauline Moore, Richard Cromwell, Donald Meek, Judith Dickens",Young Mr. Lincoln ,NR,1st January 2015            ,"This biopic traces Abraham Lincoln's early law career, his defense of two men unjustly accused of murder, and his budding political consciousness.",John Ford,1hr 39m,,"Classic Films, Courtroom Dramas, Biographical Dramas, Political Dramas, Dramas, Classic Dramas",7.6/10,http://www.imdb.com/title/tt0032155/,https://art-s.nflximg.net/a216c/4baaa84c8e0bddce05a3131761bd1d6c680a216c.jpg,3.8/5,1939
845,"Michael Shannon, Nicholas Hoult, Elle Fanning, Kodi Smit-McPhee, Robert Hobbs, David Butler, Aimee Mullins, Christy Pankhurst, Alex McGregor, David Clatworthy, Liah O'Prey",Young Ones ,R,12th February 2015            ,"As Earth withers in drought, a farmer turns to his young son to defend their land when his daughter's suitor plots to use it for a devious scheme.",Jake Paltrow,1hr 39m,,"Sci-Fi & Fantasy, Westerns",5.9/10,http://www.imdb.com/title/tt2693664/,https://art-s.nflximg.net/fd79a/5458b55f4d565628aa433c381ba59f04ee8fd79a.jpg,3.3/5,2014
846,"Farooq Shaikh, Boman Irani, Mita Vasisht, Jacky Bhagnani, Neha Sharma, Kayoze Irani",Youngistaan ,NR,1st January 2016            ,"When the prime minister dies, his young adult son, Abhimanyu, is reluctantly thrust into politics, much to the chagrin of his boisterous girlfriend.",Syed Ahmed Afzal,2hr 4m,,"Political Comedies, Comedies, International Comedies",5.3/10,http://www.imdb.com/title/tt3514330/,https://art-s.nflximg.net/526b1/dccc937fbdc5c1fc1b5896b330c45960c3b526b1.jpg,3/5,2014
847,"Ryota Osaka, Natsuki Hanae, Ayane Sakura, Risa Taneda",Your Lie in April ,TV-PG,1st March 2016            ,"After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.",,1 Season,22min                ,"TV Programmes, Anime Dramas, Anime",8.9/10,http://www.imdb.com/title/tt3895150/,https://art-s.nflximg.net/c5937/50cd2b8c4a848004c29af36f81b5195021cc5937.jpg,4.6/5,2014
848,"Emily Blunt, Rosemarie DeWitt, Mark Duplass, Mike Birbiglia",Your Sister's Sister ,R,Unknown Date            ,The complex relationship between two best friends who are mourning a death is tangled even further when one of them sleeps with the other's sister.,Lynn Shelton,1hr 30m,,"Romantic Dramas, Independent Comedies, Quirky Romance, Dramas, Romantic Independent Films, Independent Films, Independent Dramas, Romantic Comedies, Comedies, Romantic Films",6.7/10,http://www.imdb.com/title/tt1742336/,https://art-s.nflximg.net/bacfc/a5c7f85b154c9d4a8a6bd66752f858e10b6bacfc.jpg,3.4/5,2011
849,"Dennis Quaid, Rene Russo, Tyler Patrick Jones, Katija Pevec, Sean Faris, Dean Collins, Haley Ramm, Ty Panitz, Brecken Palmer, Bridger Palmer","Yours, Mine and Ours ",PG,9th July 2016            ,"When a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",Raja Gosnell,1hr 28m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",7.2/10,http://www.imdb.com/title/tt0063829/,https://art-s.nflximg.net/cb7f3/48fca00ae5e32f07d1eef26808ebc867738cb7f3.jpg,3.7/5,2005
850,"Dan Green, Eric Stuart, Amy Birnbaum, Darren Dunstan, Wayne Grayson, Tara Jayne, Lisa Ortiz, Megan Hollingshead, Madeleine Blaustein, Sam Riegel, Ted Lewis, Gregory Abbey, Jimmy Zoppi",Yu-Gi-Oh! ,TV-Y7,1st November 2014            ,"Inspired by the popular Japanese manga of the same name, this animated series follows young Yugi Moto and his best friends Joey, Tristan and Tea, whose lives are forever changed when they realize their favorite fantasy card game is real.",,2 Seasons,20min                ,"Kids' TV for ages 11 to 12, Anime Series, Kids' TV for ages 8 to 10, TV Programmes, Anime, Kids' TV",8.1/10,http://www.imdb.com/title/tt2488310/,https://art-s.nflximg.net/56636/da5319805fad0a7c1c40fd6c23baf4e53c056636.jpg,4.2/5,2002
851,"Dan Green, Kenn, Gregory Abbey, Yuya Miyashita, Shunsuke Kazama, Matt Charles, Ted Lewis, Sean Schemmel, Eileen Stevens, Takanori Hoshino, Shintaro Asanuma, Erica Schroeder, Yuka Terazaki, Vinnie Penna, Tom Wayland, Atsushi Tamura",Yu-Gi-Oh! Bonds Beyond Time ,TV-Y7,31st March 2016            ,"In a post-apocalyptic future, Yugi and his crew travel to the past to keep Paradox from wiping out his timeline and wreaking ruin on civilization.",Ken'ichi Takeshita,60m,,"Children & Family Films, Anime Feature Films, Anime",6.7/10,http://www.imdb.com/title/tt1587157/,https://art-s.nflximg.net/e5188/baebba337e9e0ea55179406b2c787a38fd4e5188.jpg,4.1/5,2010
852,"Marc Thompson, Sean Schemmel, Eileen Stevens, Jason Griffith, Alyson Leigh Rosenfeld, Eli Jay, Christopher Kromer, Jake Paque, Tasuku Hatanaka, Ryan Stadler",Yu-Gi-Oh! Zexal ,TV-Y7,31st March 2016            ,"Amateur duelist Yuma hones his skills with help from Astral, a spirit from another universe who's searching for his missing memories.",,2 Seasons,22min                ,"TV Programmes, Kids' TV, Kids' TV for ages 5 to 7",5.4/10,http://www.imdb.com/title/tt2363624/,https://art-s.nflximg.net/5c8e0/cdcff74577d2aeb5dbdc16c1f959f7a63fb5c8e0.jpg,3.8/5,2012
853,"Amitabh Bachchan, Zakir Hussain, Sarika, Ayesha Raza, Pavail Gulati, Aahana Kumra, Tigmanshu Dhulia, Kay Kay Menon, Nawazuddin Siddiqui, Mona Wasu",Yudh ,TV-14,23rd January 2016            ,Principled but hard-driving businessman Yudhisthir Sikarwar works to expand his empire while keeping an explosive secret: He has a terminal illness.,,1 Season,44min                ,"TV Programmes, TV Dramas",8.7/10,http://www.imdb.com/title/tt3770660/,https://art-s.nflximg.net/b82a2/9bd505cb544589d1a0d618c4d2f2ff3a5abb82a2.jpg,2.8/5,2014
854,"Kana Hanazawa, Tomoyo Kurosawa, Suzuko Mimori, Yumi Uchiyama, Haruka Terui, Juri Nagatsuma, Yumiri Hanamori",Yuki Yuna Is a Hero ,TV-14,13th November 2015            ,"To ward off monster attacks, the deity that protects humanity grants superpowers to the members of a middle school ""hero club.""",,1 Season,24min                ,"TV Programmes, Anime Action Films, Anime",7.4/10,http://www.imdb.com/title/tt3981902/,https://art-s.nflximg.net/56ec1/b60285bbd4a14ada7565656ee464b0a9e0056ec1.jpg,3.9/5,2014
855,"Hayao Miyazaki, Toshio Suzuki, Isao Takahata",Yume to kyôki no ohkoku ,NR,28th March 2015            ,"Inside Tokyo's Studio Ghibli, famed for anime, viewers follow three of the studio's visionaries, including Hayao Miyazaki, over the course of a year.",,1hr 58m,,"Social & Cultural Documentaries, Japanese Films, International Documentaries, International Movies, Documentaries, Biographical Documentaries",7.9/10,http://www.imdb.com/title/tt3204392/,https://art-s.nflximg.net/b7741/3ec0a6e46bd6547f875d0b34698d6dfd3aeb7741.jpg,4.3/5,2013
856,"Pierre Niney, Guillaume Gallienne, Charlotte Le Bon, Laura Smet, Marie de Villepin, Nikolai Kinski, Ruben Alves, Astrid Whettnall, Marianne Basler",Yves Saint Laurent ,NR,10th April 2015            ,"Yves Saint Laurent becomes head designer at French fashion house Christian Dior, suffers a breakdown and meets his future life and business partner.",Jalil Lespert,1hr 45m,,"Dramas based on a book, International Dramas, Biographical Dramas, Dramas, International Movies, French Films, Dramas based on real life",6.2/10,http://www.imdb.com/title/tt2707858/,https://art-s.nflximg.net/b932e/2cbcda8dd11ac58fc49067723c77cda2cdeb932e.jpg,3.6/5,2014
857,"DJ Qualls, Kellita Smith, Michael Welch, Russell Hodgkinson, Anastasia Baranova, Nat Zang, Pisay Pao, Keith Allan",Z Nation ,TV-14,9th January 2015            ,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",,2 Seasons,42min                ,"TV Programmes, TV Action & Adventure, TV Horror",6.6/10,http://www.imdb.com/title/tt3843168/,https://art-s.nflximg.net/acb4b/b96ed862ec7d2aa4ac50f29245528417b82acb4b.jpg,4/5,2015
858,"Michael Wong, Louis Koo, Ka Tung Lam, Hoi-pang Lo, Dada Chan, Janelle Sing, Stephen Au, Siu-Fai Cheung, Kwok Cheung Tsang",Z Storm ,NR,17th October 2015            ,An elite police investigation unit discovers a complex Ponzi scheme based on a bogus charity that has ensnared Hong Kong's citizens and government.,David Lam,1hr 31m,,"Action & Adventure, Asian Action Films, International Action & Adventure",5.3/10,http://www.imdb.com/title/tt3469440/,https://art-s.nflximg.net/69c03/15507efd4ec49871848ee30c0dba7d51c4069c03.jpg,3.1/5,2014
859,Zach Galifianakis,Zach Galifianakis: Live at the Purple Onion ,NR,Unknown Date            ,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",Michael Blieden,1hr 1m,8hr 01min                ,"Stand-up Comedy, TV Sketch Comedies, Comedies",7.4/10,http://www.imdb.com/title/tt0804558/,https://art-s.nflximg.net/21f64/1bcfcdb46adca4e41072dd1652b93e7848321f64.jpg,3.6/5,2006
860,"Zendaya, Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough, Aleks Paunovic, Lucia Walters",Zapped ,TV-G,1st February 2015            ,A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.,Peter DeLuise,1hr 32m,,"Films for ages 11 to 12, Family Sci-Fi & Fantasy, Family Comedies, Children & Family Films, Comedies",5.6/10,http://www.imdb.com/title/tt3544734/,https://art-s.nflximg.net/275d0/a1818a6e98b4889d4f1fd697853e7106d2c275d0.jpg,4/5,2014
861,"Frank Oz, Tim Robbins, Kristen Stewart, Dax Shepard, Josh Hutcherson, Jonah Bobo, John Alexander, Jeff Wolfe, Derek Mears, Douglas Tait, Joe Bucaro III",Zathura ,PG,1st September 2015            ,"A mysterious game sends two brothers flying into space, where they must reach the planet Zathura -- or be trapped in galactic limbo forever.",Jon Favreau,1hr 40m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",6.1/10,http://www.imdb.com/title/tt0406375/,https://art-s.nflximg.net/87553/8318b17aeef13c357de710e82c24f82aa9e87553.jpg,3.7/5,2005
862,"Jacque Fresco, Roxanne Meadows, John Perkins",Zeitgeist: Addendum ,NR,Unknown Date            ,"A sequel to the movie that launched a movement, this film explores the roots of social corruption and offers solutions based on alignment with nature.",Peter Joseph,2hr 3m,,"Social & Cultural Documentaries, Documentaries, Political Documentaries",8.4/10,http://www.imdb.com/title/tt1332128/,https://art-s.nflximg.net/776b8/a75fbd1b6dfae0ca00233d0f001ef440b50776b8.jpg,4.2/5,2008
863,"Peter Joseph, Robert Sapolsky, Gabor Mate, Richard Wilkinson, James Gilligan, John McMurtry, Michael Ruppert, Max Keiser, Jacque Fresco, Adrian Bowyer",Zeitgeist: Moving Forward ,UR,Unknown Date            ,"This documentary examines the state of the global socioeconomic monetary paradigm, concluding that we need to move to a new resource-based economy.",Peter Joseph,2hr 41m,,"Social & Cultural Documentaries, Documentaries, Religious Documentaries, Political Documentaries",8.3/10,http://www.imdb.com/title/tt1781069/,https://art-s.nflximg.net/6c33f/071b7cbe340a8934c8e45ab24c7857144be6c33f.jpg,4.1/5,2011
864,,Zeitgeist: The Movie ,NR,Unknown Date            ,"Peter Joseph's documentary explores controversial links between organized religion, global financial markets and the international power structure.",Peter Joseph,1hr 56m,,"Social & Cultural Documentaries, Documentaries, Religious Documentaries, Political Documentaries",8.2/10,http://www.imdb.com/title/tt1166827/,https://art-s.nflximg.net/e83e0/dc72461adf27423dc943a6e816b8ac4c275e83e0.jpg,4/5,2007
865,"Tony Bennett, Lady Gaga, Amy Winehouse, Andrea Bocelli, John Mayer, Michael Bublé, Carrie Underwood",The Zen of Bennett ,NR,Unknown Date            ,"On the eve of his 85th birthday, iconic crooner Tony Bennett shares his thoughts on music, art and the crazy rhythm of life.",Unjoo Moon,1hr 26m,,"Music & Concert Documentaries, Music, Vocal Pop, Documentaries, Vocal Jazz, Jazz & Easy Listening, Biographical Documentaries",6.2/10,http://www.imdb.com/title/tt2302921/,https://art-s.nflximg.net/ec324/9847149e964f4e91f87ebb104d289eaa974ec324.jpg,3.9/5,2012
866,"Dana Ivgy, Nelly Tagar, Shani Klein, Tamara Klingon, Yonit Tobi, Heli Twito, Meytal Gal, Yuval Segal, Elad Scemama",Zero Motivation ,NR,23rd July 2015            ,"As they serve out their required term, an all-female unit of the Israeli army battles boredom and personal frictions at a remote desert post.",Talya Lavie,1hr 41m,,"Middle-Eastern Films, International Comedies, International Dramas, Dramas, International Movies, Military Dramas, Comedies",7.4/10,http://www.imdb.com/title/tt3576084/,https://art-s.nflximg.net/296d5/8e1e7f037685817376d7db81ed7dd034f9b296d5.jpg,3.1/5,2014
867,"Zhang Hanyu, Tony Leung Ka Fai, Lin Gengxin, Yu Nan, Tong Liya, Han Geng, Chen Xiao",Zhì qu weihu shan ,NR,1st August 2015            ,"A small team of intrepid soldiers defies a sadistic bandit and his vicious gang, who rule a region of China from an impenetrable mountaintop citadel.",Hark Tsui,2hr 22m,,"Chinese Films, International Action & Adventure, Asian Action Films, Spy Action & Adventure, Adventures, International Movies, Action & Adventure",6.5/10,http://www.imdb.com/title/tt3950078/,https://art-s.nflximg.net/c2aef/1c111a6b3b844f28c289e8130b1a887e9f5c2aef.jpg,3.4/5,2015
868,,Zig & Sharko ,TV-Y,Unknown Date            ,"Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time.",,1 Season,20min                ,"Kids' TV for ages 11 to 12, Kids' TV for ages 8 to 10, TV Cartoons, TV Programmes, Kids' TV",7.8/10,http://www.imdb.com/title/tt2046005/,https://art-s.nflximg.net/65428/593f1423d7e6589465f7cea6665343466c065428.jpg,3.6/5,2010
869,"Richard Dreyfuss, Lena Headey, Ray Winstone, John Cho, Patrick Wilson, Dianna Agron, Christopher McDonald, Alexandra Breckenridge, Penelope Mitchell, Elena Satine",Zipper ,R,26th November 2015            ,A star prosecutor puts his family and promising political career on the line as he develops an obsession with high-end escorts.,Mora Stephens,1hr 52m,,"Independent Dramas, Dramas, Thrillers",5.7/10,http://www.imdb.com/title/tt3346224/,https://art-s.nflximg.net/f67ce/355e525a92855a05cecaa64a5f1904e14ebf67ce.jpg,3.2/5,2015
870,"Amy Smart, Boyd Kestner, Grant Bowler, Cassidy Mack, Audrie Powell, Duke Stone, Mackenzie Astin, Lindsay Seim, Nicole Zeoli, Megan Griffey, Mike Cionni, Zachary Lundin",Zoey to the Max ,TV-PG,2nd June 2016            ,"After her foster family's show dog gets stolen, 13-year-old Zoey sets out on a journey to get it back -- and does a little growing up along the way.",Jim Valdez,1hr 26m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",5.7/10,http://www.imdb.com/title/tt2974902/,https://art-s.nflximg.net/cb7fa/505687a66bdf9c3e84ab13736cd3a159374cb7fa.jpg,3.8/5,2015
871,"Cortney Palm, Rachel Melvin, Lexi Atkins, Jake Weary, Peter Gilroy, Hutch Dano",Zombeavers ,R,19th May 2015            ,A group of randy college kids partying in a woodland cabin gets a nasty surprise when a horde of ferocious zombie beavers attacks.,Jordan Rubin,1hr 17m,,"B-Horror Films, Horror Films, Horror Comedy, Teen Screams, Camp Films, Action Comedies, Action & Adventure, Zombie Horror Films, Comedies",4.8/10,http://www.imdb.com/title/tt2784512/,https://art-s.nflximg.net/ba80d/3f1adeb02c7b567a9c2c4bf79560f92488cba80d.jpg,2.9/5,2014
